instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,fixation.started,fixation.stopped,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,COMP1,COMP2,COMP3,COMP4,COMP5,COMP6,TEST_FACE,ILLUMINANT_TEST,ILLUMINANT_LINEUP
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,228.3482,228.8482,228.8501,232.2137,[0.5427191840277777],[0.18843315972222222],[1],[0],[0],[3.3643999999761434],0,54,54,14,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-002-033-A_ILL10_T15_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-040-F_ILL10_T15_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-021-006-HC_ILL10_T15_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-023-A_ILL10_T15_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-025-031-F_ILL10_T15_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-013-009-HC_ILL10_T15_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-002-008-HC_ILL7_T15.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,232.2142,232.714,232.7159,234.6143,[0.5171404803240741],[-0.21110749421296296],[1],[0],[0],[1.8992000000476708],0,55,55,91,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-007-HO_ILL10_T92_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-012-015-A_ILL10_T92_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-013-019-F_ILL10_T92_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-022-003-HC_ILL10_T92_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-022-005-HO_ILL10_T92_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-006-022-A_ILL10_T92_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-014-A_ILL7_T92.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,234.6151,235.1139,235.1159,237.5469,[0.5389178240740741],[0.2821361400462963],[1],[0],[0],[2.4318000000119184],0,56,56,77,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-018-A_ILL10_T78_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-025-HC_ILL10_T78_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-014-F_ILL10_T78_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-024-019-F_ILL10_T78_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-015-005-HO_ILL10_T78_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-025-N_ILL10_T78_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-006-HC_ILL10_T78.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,237.5475,238.0474,238.0491,241.5806,[-0.494505931712963],[0.1570601851851852],[1],[0],[0],[3.5321000000238314],0,57,57,96,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-013-019-F_ILL9_T97_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-026-024-F_ILL9_T97_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-021-016-HO_ILL9_T97_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-030-033-A_ILL9_T97_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-031-009-HC_ILL9_T97_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-006-011-F_ILL9_T97_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-026-002-N_ILL9_T97.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,241.5814,242.0806,242.0826,244.7805,[0.41847511574074076],[-0.23505135995370371],[1],[0],[0],[2.6986999999880936],0,58,58,8,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-027-021-HO_ILL10_T9_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-061-HC_ILL10_T9_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-030-031-HC_ILL10_T9_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-033-031-A_ILL10_T9_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-035-HO_ILL10_T9_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-031-009-HC_ILL10_T9_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-016-A_ILL10_T9.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,244.7813,245.2807,245.2827,247.2472,[0.5234338831018519],[-0.28473307291666666],[1],[0],[0],[1.965199999988073],0,59,59,104,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-004-HO_ILL10_T105_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-025-HC_ILL10_T105_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-019-009-HO_ILL10_T105_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-031-N_ILL10_T105_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-024-010-A_ILL10_T105_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-019-003-N_ILL10_T105_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-047-F_ILL10_T105.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,247.2479,247.7473,247.7493,252.8807,[0.5235460069444444],[-0.2848488136574074],[1],[0],[0],[5.132300000011924],0,60,60,26,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-023-HO_ILL10_T27_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-001-003-N_ILL10_T27_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-006-003-HC_ILL10_T27_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-025-015-A_ILL10_T27_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-014-004-HO_ILL10_T27_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-011-A_ILL10_T27_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-001-027-F_ILL9_T27.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,252.8815,253.3806,253.3826,257.3477,[0.46556712962962965],[0.3119357638888889],[1],[0],[0],[3.965899999976159],0,61,61,63,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-022-019-HO_ILL10_T64_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-039-005-HO_ILL10_T64_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-007-029-A_ILL10_T64_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-029-018-F_ILL10_T64_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-030-026-F_ILL10_T64_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-007-HC_ILL10_T64_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-029-021-HO_ILL9_T64.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,257.3485,257.8472,257.8491,261.4473,[0.5845305266203704],[-0.31142578125],[1],[0],[0],[3.5988999999761973],0,62,62,97,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-007-A_ILL7_T98_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-002-008-HC_ILL7_T98_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-018-HC_ILL7_T98_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-003-002-N_ILL7_T98_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-034-032-HC_ILL7_T98_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-021-004-HO_ILL7_T98_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-002-N_ILL7_T98.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,261.4482,261.9474,261.9493,265.414,[0.49839771412037037],[0.26584563078703705],[1],[0],[0],[3.4653000000118936],0,63,63,13,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-005-HO_ILL10_T14_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-020-005-HC_ILL10_T14_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-006-002-N_ILL10_T14_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-023-001-N_ILL10_T14_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-004-HO_ILL10_T14_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-031-045-A_ILL10_T14_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-006-022-A_ILL9_T14.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,265.415,265.9141,265.916,270.6804,[0.05986689814814815],[0.2355251736111111],[1],[0],[0],[4.765199999988113],0,64,64,5,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-033-F_ILL10_T6_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-003-006-HC_ILL10_T6_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-015-017-A_ILL10_T6_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-025-N_ILL10_T6_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-004-HC_ILL10_T6_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-001-014-N_ILL10_T6_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-019-A_ILL9_T6.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,270.6812,271.1805,271.1828,277.3471,[0.44157262731481484],[0.2025173611111111],[1],[0],[0],[6.16519999998809],0,65,65,32,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-001-011-HO_ILL10_T33_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-004-HO_ILL10_T33_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-031-045-A_ILL10_T33_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-005-HC_ILL10_T33_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-031-N_ILL10_T33_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-011-A_ILL10_T33_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-018-A_ILL7_T33.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,277.3477,277.8472,277.8492,280.2805,[0.5063187210648148],[-0.2802662037037037],[1],[0],[0],[2.4321000000238087],0,66,66,79,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-019-009-HO_ILL10_T80_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-010-016-A_ILL10_T80_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-007-A_ILL10_T80_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-005-HO_ILL10_T80_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-023-012-A_ILL10_T80_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-004-005-HC_ILL10_T80_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-022-N_ILL10_T80.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,280.2813,280.7796,280.7817,282.5804,[0.5063187210648148],[-0.2802662037037037],[1],[0],[0],[1.7996000000238155],0,67,67,42,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-002-017-A_ILL7_T43_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-041-009-A_ILL7_T43_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-012-026-F_ILL7_T43_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-008-A_ILL7_T43_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-004-010-N_ILL7_T43_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-013-019-F_ILL7_T43_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-002-009-N_ILL7_T43.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,282.5812,283.0805,283.0827,285.0138,[0.5063187210648148],[-0.2802662037037037],[1],[0],[0],[1.9319999999999595],0,68,68,49,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-025-N_ILL10_T50_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-015-009-HC_ILL10_T50_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-033-F_ILL10_T50_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-017-002-N_ILL10_T50_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-013-015-A_ILL10_T50_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-005-HC_ILL10_T50_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-004-HO_ILL10_T50.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,285.0145,285.5138,285.5158,289.914,[-0.49441550925925926],[0.17508680555555556],[1],[0],[0],[4.39910000002385],0,69,69,88,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-041-009-A_ILL10_T89_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-015-005-HO_ILL10_T89_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-001-014-N_ILL10_T89_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-029-014-A_ILL10_T89_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-063-F_ILL10_T89_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-028-003-N_ILL10_T89_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-001-007-HC_ILL10_T89.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,289.9147,290.4137,290.4157,294.6137,[0.03943865740740741],[-0.2695710358796296],[1],[0],[0],[4.198800000011943],0,70,70,80,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-035-030-HC_ILL9_T81_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-009-015-F_ILL9_T81_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-022-007-HC_ILL9_T81_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-011-002-N_ILL9_T81_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-006-N_ILL9_T81_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-020-HO_ILL9_T81_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-011-006-HC_ILL9_T81.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,294.6145,295.1138,295.1171,298.0465,[0.5593641493055556],[-0.2516890914351852],[1],[0],[0],[2.931399999976122],0,71,71,37,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-053-F_ILL7_T38_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-017-019-F_ILL7_T38_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-008-A_ILL7_T38_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-033-HC_ILL7_T38_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-021-001-N_ILL7_T38_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-002-008-HC_ILL7_T38_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-019-HO_ILL7_T38.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,298.0474,298.5472,298.5492,300.5137,[0.525904224537037],[-0.23429542824074073],[1],[0],[0],[1.9652999999523217],0,72,72,3,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-006-HO_ILL10_T4_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-028-003-N_ILL10_T4_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-006-HC_ILL10_T4_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-016-005-HC_ILL10_T4_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-004-HO_ILL10_T4_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-013-001-N_ILL10_T4_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-007-A_ILL9_T4.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,300.5145,301.0138,301.0158,304.1469,[-0.4771809895833333],[0.20407986111111112],[1],[0],[0],[3.131899999976156],0,73,73,107,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-010-007-HC_ILL9_T108_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-035-028-F_ILL9_T108_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-001-014-N_ILL9_T108_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-039-004-HC_ILL9_T108_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-035-032-N_ILL9_T108_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-017-011-A_ILL9_T108_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-039-010-A_ILL9_T108.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,304.1475,304.6471,304.649,309.047,[0.45902777777777776],[-0.2737087673611111],[1],[0],[0],[4.398599999964233],0,74,74,11,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-003-HO_ILL7_T12_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-016-017-HC_ILL7_T12_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-011-011-A_ILL7_T12_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-015-006-N_ILL7_T12_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-010-006-HO_ILL7_T12_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-007-003-HO_ILL7_T12_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-002-N_ILL7_T12.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,309.0476,309.5471,309.5489,312.4802,[0.5250325520833333],[0.21508608217592592],[1],[0],[0],[2.9321000000238655],0,75,75,55,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-033-031-A_ILL9_T56_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-007-HC_ILL9_T56_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-035-HO_ILL9_T56_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-012-F_ILL9_T56_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-024-F_ILL9_T56_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-002-N_ILL9_T56_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-029-N_ILL9_T56.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,312.4808,312.9805,312.9824,318.8137,[0.01997974537037037],[-0.28611472800925924],[1],[0],[0],[5.831999999999994],0,76,76,40,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-031-N_ILL10_T41_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-034-HO_ILL10_T41_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-005-HO_ILL10_T41_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-004-006-HO_ILL10_T41_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-031-038-HC_ILL10_T41_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-006-HO_ILL10_T41_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-004-002-F_ILL10_T41.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,318.8143,319.314,319.3159,323.7802,[0.01997974537037037],[-0.28611472800925924],[1],[0],[0],[4.465100000023824],0,77,77,109,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-013-015-A_ILL10_T110_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-006-013-HC_ILL10_T110_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-009-A_ILL10_T110_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-029-020-F_ILL10_T110_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-003-002-N_ILL10_T110_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-019-A_ILL10_T110_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-003-006-HC_ILL7_T110.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,323.7807,324.2801,324.2812,329.0803,[-0.44287109375],[-0.3309280960648148],[1],[0],[0],[4.799500000000023],0,78,78,4,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-034-027-F_ILL9_T5_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-004-HC_ILL9_T5_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-007-A_ILL9_T5_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-024-019-F_ILL9_T5_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-025-N_ILL9_T5_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-017-005-HO_ILL9_T5_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-001-N_ILL9_T5.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,329.081,329.5804,329.5825,332.547,[0.006043836805555556],[-0.24101200810185186],[1],[0],[0],[2.9653000000118936],0,79,79,112,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-004-010-N_ILL10_T113_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-015-009-HC_ILL10_T113_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-032-021-F_ILL10_T113_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-020-008-A_ILL10_T113_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-028-005-HC_ILL10_T113_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-011-A_ILL10_T113_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-032-004-HO_ILL9_T113.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,332.5474,333.0469,333.0478,338.7138,[0.49954788773148145],[-0.25366391782407405],[1],[0],[0],[5.666199999988123],0,80,80,87,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-013-F_ILL10_T88_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-012-F_ILL10_T88_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-024-F_ILL10_T88_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-035-019-F_ILL10_T88_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-011-002-N_ILL10_T88_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-033-HO_ILL10_T88_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-015-HO_ILL10_T88.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,338.7144,339.2138,339.2157,341.7801,[0.5343460648148148],[0.19720052083333334],[1],[0],[0],[2.5651999999880672],0,81,81,29,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-019-HO_ILL10_T30_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-036-034-HO_ILL10_T30_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-020-008-A_ILL10_T30_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-002-N_ILL10_T30_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-035-018-A_ILL10_T30_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-025-N_ILL10_T30_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-035-033-HO_ILL7_T30.png,,
